primary_order_id,date_id,distributor_id,sku_id,rep_id,qty_cases
1231,20230210,DIST005,SKU004,REP01,17
1232,20230210,DIST006,SKU005,REP04,11
1233,20230210,DIST007,SKU001,REP01,48
1234,20230210,DIST007,SKU003,REP01,42
1235,20230210,DIST007,SKU004,REP01,28
1236,20230210,DIST008,SKU003,REP02,18
1237,20230210,DIST010,SKU001,REP02,22
1238,20230210,DIST011,SKU001,REP04,28
1239,20230210,DIST011,SKU005,REP04,18
1240,20230210,DIST013,SKU005,REP03,27
1241,20230210,DIST014,SKU002,REP02,32
1242,20230210,DIST014,SKU005,REP02,48
1243,20230210,DIST015,SKU001,REP04,34
1244,20230210,DIST015,SKU003,REP04,10
1245,20230210,DIST016,SKU002,REP03,41
1246,20230210,DIST016,SKU003,REP03,33
1247,20230210,DIST017,SKU001,REP02,16
1248,20230210,DIST017,SKU005,REP02,50
1249,20230210,DIST018,SKU003,REP01,50
1250,20230210,DIST018,SKU005,REP01,48
1251,20230210,DIST019,SKU002,REP04,38
1252,20230210,DIST019,SKU003,REP04,46
1253,20230210,DIST020,SKU005,REP03,47
1254,20230211,DIST001,SKU004,REP01,25
1255,20230211,DIST002,SKU001,REP03,46
1256,20230211,DIST003,SKU004,REP02,41
1257,20230211,DIST005,SKU001,REP01,29
1258,20230211,DIST005,SKU003,REP01,10
1259,20230211,DIST005,SKU005,REP01,35
1260,20230211,DIST006,SKU005,REP04,30
1261,20230211,DIST009,SKU001,REP01,38
1262,20230211,DIST009,SKU002,REP01,38
1263,20230211,DIST009,SKU003,REP01,31
1264,20230211,DIST009,SKU005,REP01,16
1265,20230211,DIST010,SKU002,REP02,41
1266,20230211,DIST010,SKU003,REP02,30
1267,20230211,DIST010,SKU005,REP02,26
1268,20230211,DIST012,SKU003,REP04,21
1269,20230211,DIST012,SKU004,REP04,15
1270,20230211,DIST013,SKU004,REP03,24
1271,20230211,DIST013,SKU005,REP03,33
1272,20230211,DIST015,SKU002,REP04,38
1273,20230211,DIST016,SKU005,REP03,47
1274,20230211,DIST017,SKU002,REP02,14
1275,20230211,DIST017,SKU004,REP02,41
1276,20230211,DIST018,SKU004,REP01,26
1277,20230211,DIST019,SKU001,REP04,48
1278,20230211,DIST019,SKU004,REP04,24
1279,20230211,DIST020,SKU003,REP03,18
1280,20230211,DIST020,SKU005,REP03,44
1281,20230212,DIST002,SKU003,REP03,30
1282,20230212,DIST004,SKU002,REP01,43
1283,20230212,DIST005,SKU004,REP01,21
1284,20230212,DIST006,SKU003,REP04,23
1285,20230212,DIST008,SKU001,REP02,33
1286,20230212,DIST008,SKU002,REP02,21
1287,20230212,DIST009,SKU001,REP01,34
1288,20230212,DIST009,SKU005,REP01,32
1289,20230212,DIST010,SKU003,REP02,39
1290,20230212,DIST010,SKU004,REP02,33
1291,20230212,DIST010,SKU005,REP02,26
1292,20230212,DIST011,SKU001,REP04,33
1293,20230212,DIST011,SKU005,REP04,35
1294,20230212,DIST012,SKU003,REP04,26
1295,20230212,DIST012,SKU004,REP04,24
1296,20230212,DIST013,SKU001,REP03,19
1297,20230212,DIST013,SKU005,REP03,43
1298,20230212,DIST014,SKU002,REP02,29
1299,20230212,DIST015,SKU002,REP04,44
1300,20230212,DIST016,SKU004,REP03,30
1301,20230212,DIST017,SKU002,REP02,36
1302,20230212,DIST017,SKU003,REP02,27
1303,20230212,DIST018,SKU002,REP01,41
1304,20230212,DIST020,SKU002,REP03,35
1305,20230212,DIST020,SKU003,REP03,41
1306,20230213,DIST001,SKU002,REP01,44
1307,20230213,DIST001,SKU004,REP01,41
1308,20230213,DIST001,SKU005,REP01,39
1309,20230213,DIST002,SKU001,REP03,41
1310,20230213,DIST002,SKU003,REP03,38
1311,20230213,DIST002,SKU004,REP03,27
1312,20230213,DIST002,SKU005,REP03,34
1313,20230213,DIST004,SKU001,REP01,44
1314,20230213,DIST005,SKU001,REP01,46
1315,20230213,DIST006,SKU002,REP04,23
1316,20230213,DIST006,SKU003,REP04,13
1317,20230213,DIST006,SKU004,REP04,31
1318,20230213,DIST007,SKU001,REP01,43
1319,20230213,DIST007,SKU002,REP01,10
1320,20230213,DIST007,SKU004,REP01,38
1321,20230213,DIST008,SKU001,REP02,31
1322,20230213,DIST008,SKU002,REP02,39
1323,20230213,DIST010,SKU004,REP02,47
1324,20230213,DIST011,SKU005,REP04,28
1325,20230213,DIST013,SKU001,REP03,10
1326,20230213,DIST014,SKU001,REP02,34
1327,20230213,DIST014,SKU005,REP02,10
1328,20230213,DIST015,SKU001,REP04,45
1329,20230213,DIST015,SKU005,REP04,33
1330,20230213,DIST016,SKU001,REP03,36
1331,20230213,DIST017,SKU002,REP02,32
1332,20230213,DIST018,SKU002,REP01,31
1333,20230213,DIST020,SKU002,REP03,35
1334,20230214,DIST001,SKU002,REP01,10
1335,20230214,DIST002,SKU002,REP03,25
1336,20230214,DIST002,SKU004,REP03,37
1337,20230214,DIST002,SKU005,REP03,35
1338,20230214,DIST003,SKU004,REP02,12
1339,20230214,DIST004,SKU002,REP01,16
1340,20230214,DIST005,SKU001,REP01,34
1341,20230214,DIST005,SKU002,REP01,18
1342,20230214,DIST005,SKU003,REP01,21
1343,20230214,DIST009,SKU002,REP01,34
1344,20230214,DIST010,SKU001,REP02,50
1345,20230214,DIST011,SKU002,REP04,35
1346,20230214,DIST012,SKU002,REP04,21
1347,20230214,DIST013,SKU003,REP03,47
1348,20230214,DIST015,SKU002,REP04,33
1349,20230214,DIST015,SKU003,REP04,37
1350,20230214,DIST015,SKU004,REP04,21
1351,20230214,DIST015,SKU005,REP04,24
1352,20230214,DIST016,SKU005,REP03,16
1353,20230214,DIST017,SKU003,REP02,33
1354,20230214,DIST018,SKU005,REP01,22
1355,20230214,DIST020,SKU001,REP03,21
1356,20230215,DIST001,SKU002,REP01,50
1357,20230215,DIST001,SKU003,REP01,32
1358,20230215,DIST001,SKU004,REP01,29
1359,20230215,DIST001,SKU005,REP01,20
1360,20230215,DIST002,SKU001,REP03,34
1361,20230215,DIST003,SKU004,REP02,26
1362,20230215,DIST003,SKU005,REP02,21
1363,20230215,DIST004,SKU002,REP01,37
1364,20230215,DIST006,SKU001,REP04,11
1365,20230215,DIST006,SKU004,REP04,41
1366,20230215,DIST008,SKU001,REP02,24
1367,20230215,DIST008,SKU004,REP02,50
1368,20230215,DIST009,SKU004,REP01,17
1369,20230215,DIST009,SKU005,REP01,29
1370,20230215,DIST010,SKU002,REP02,14
1371,20230215,DIST010,SKU003,REP02,41
1372,20230215,DIST011,SKU004,REP04,37
1373,20230215,DIST012,SKU003,REP04,13
1374,20230215,DIST014,SKU005,REP02,31
1375,20230215,DIST015,SKU003,REP04,42
1376,20230215,DIST016,SKU002,REP03,15
1377,20230215,DIST016,SKU003,REP03,36
1378,20230215,DIST017,SKU002,REP02,19
1379,20230215,DIST017,SKU004,REP02,46
1380,20230215,DIST018,SKU004,REP01,48
1381,20230215,DIST019,SKU002,REP04,30
1382,20230215,DIST019,SKU003,REP04,31
1383,20230215,DIST020,SKU003,REP03,40
1384,20230216,DIST002,SKU001,REP03,35
1385,20230216,DIST002,SKU002,REP03,41
1386,20230216,DIST003,SKU001,REP02,23
1387,20230216,DIST003,SKU003,REP02,15
1388,20230216,DIST003,SKU004,REP02,40
1389,20230216,DIST004,SKU001,REP01,26
1390,20230216,DIST004,SKU004,REP01,11
1391,20230216,DIST004,SKU005,REP01,45
1392,20230216,DIST005,SKU001,REP01,18
1393,20230216,DIST006,SKU001,REP04,26
1394,20230216,DIST006,SKU002,REP04,15
1395,20230216,DIST006,SKU003,REP04,13
1396,20230216,DIST007,SKU001,REP01,18
1397,20230216,DIST007,SKU003,REP01,17
1398,20230216,DIST010,SKU001,REP02,24
1399,20230216,DIST010,SKU004,REP02,37
1400,20230216,DIST011,SKU002,REP04,44
1401,20230216,DIST012,SKU002,REP04,10
1402,20230216,DIST012,SKU004,REP04,24
1403,20230216,DIST013,SKU001,REP03,33
1404,20230216,DIST013,SKU005,REP03,12
1405,20230216,DIST014,SKU002,REP02,49
1406,20230216,DIST015,SKU004,REP04,50
1407,20230216,DIST016,SKU003,REP03,42
1408,20230216,DIST018,SKU002,REP01,47
1409,20230216,DIST019,SKU002,REP04,40
1410,20230216,DIST020,SKU003,REP03,16
1411,20230216,DIST020,SKU005,REP03,12
1412,20230217,DIST001,SKU002,REP01,45
1413,20230217,DIST001,SKU003,REP01,11
1414,20230217,DIST002,SKU002,REP03,25
1415,20230217,DIST002,SKU004,REP03,46
1416,20230217,DIST002,SKU005,REP03,23
1417,20230217,DIST003,SKU002,REP02,43
1418,20230217,DIST003,SKU004,REP02,10
1419,20230217,DIST003,SKU005,REP02,34
1420,20230217,DIST004,SKU003,REP01,41
1421,20230217,DIST004,SKU005,REP01,11
1422,20230217,DIST005,SKU002,REP01,20
1423,20230217,DIST006,SKU001,REP04,33
1424,20230217,DIST007,SKU003,REP01,43
1425,20230217,DIST007,SKU004,REP01,12
1426,20230217,DIST009,SKU003,REP01,28
1427,20230217,DIST010,SKU001,REP02,40
1428,20230217,DIST010,SKU002,REP02,23
1429,20230217,DIST010,SKU003,REP02,47
1430,20230217,DIST011,SKU005,REP04,23
1431,20230217,DIST013,SKU003,REP03,38
1432,20230217,DIST013,SKU004,REP03,18
1433,20230217,DIST014,SKU002,REP02,32
1434,20230217,DIST015,SKU001,REP04,11
1435,20230217,DIST016,SKU001,REP03,17
1436,20230217,DIST016,SKU002,REP03,18
1437,20230217,DIST016,SKU003,REP03,33
1438,20230217,DIST017,SKU002,REP02,25
1439,20230217,DIST017,SKU003,REP02,24
1440,20230217,DIST017,SKU004,REP02,44
1441,20230217,DIST018,SKU004,REP01,37
1442,20230217,DIST018,SKU005,REP01,44
1443,20230217,DIST019,SKU001,REP04,19
1444,20230217,DIST019,SKU002,REP04,50
1445,20230217,DIST020,SKU005,REP03,35
1446,20230218,DIST002,SKU001,REP03,34
1447,20230218,DIST002,SKU003,REP03,50
1448,20230218,DIST002,SKU004,REP03,15
1449,20230218,DIST003,SKU005,REP02,22
1450,20230218,DIST004,SKU002,REP01,16
1451,20230218,DIST005,SKU001,REP01,20
1452,20230218,DIST005,SKU005,REP01,27
1453,20230218,DIST007,SKU003,REP01,10
1454,20230218,DIST008,SKU005,REP02,38
1455,20230218,DIST009,SKU004,REP01,35
1456,20230218,DIST010,SKU005,REP02,40
1457,20230218,DIST011,SKU004,REP04,40
1458,20230218,DIST012,SKU004,REP04,38
1459,20230218,DIST013,SKU005,REP03,44
1460,20230218,DIST014,SKU001,REP02,12
1461,20230218,DIST014,SKU003,REP02,33
1462,20230218,DIST016,SKU004,REP03,35
1463,20230218,DIST016,SKU005,REP03,39
1464,20230218,DIST018,SKU001,REP01,22
1465,20230218,DIST018,SKU004,REP01,45
1466,20230218,DIST018,SKU005,REP01,14
1467,20230218,DIST019,SKU001,REP04,36
1468,20230218,DIST019,SKU002,REP04,19
1469,20230218,DIST019,SKU004,REP04,42
1470,20230218,DIST019,SKU005,REP04,50
1471,20230218,DIST020,SKU002,REP03,35
1472,20230218,DIST020,SKU004,REP03,37
1473,20230219,DIST002,SKU001,REP03,40
1474,20230219,DIST003,SKU004,REP02,47
1475,20230219,DIST004,SKU004,REP01,44
1476,20230219,DIST004,SKU005,REP01,32
1477,20230219,DIST005,SKU005,REP01,22
1478,20230219,DIST006,SKU004,REP04,14
1479,20230219,DIST007,SKU002,REP01,17
1480,20230219,DIST007,SKU003,REP01,26
1481,20230219,DIST007,SKU005,REP01,25
1482,20230219,DIST009,SKU005,REP01,47
1483,20230219,DIST011,SKU001,REP04,29
1484,20230219,DIST012,SKU003,REP04,15
1485,20230219,DIST014,SKU002,REP02,46
1486,20230219,DIST014,SKU003,REP02,49
1487,20230219,DIST015,SKU004,REP04,43
1488,20230219,DIST019,SKU002,REP04,43
1489,20230219,DIST019,SKU004,REP04,35
1490,20230219,DIST020,SKU002,REP03,20
1491,20230219,DIST020,SKU004,REP03,31
1492,20230220,DIST001,SKU002,REP01,26
1493,20230220,DIST003,SKU001,REP02,26
1494,20230220,DIST004,SKU003,REP01,25
1495,20230220,DIST004,SKU004,REP01,46
1496,20230220,DIST004,SKU005,REP01,24
1497,20230220,DIST005,SKU005,REP01,21
1498,20230220,DIST006,SKU001,REP04,34
1499,20230220,DIST006,SKU003,REP04,39
1500,20230220,DIST007,SKU003,REP01,35
1501,20230220,DIST008,SKU001,REP02,47
1502,20230220,DIST008,SKU002,REP02,44
1503,20230220,DIST009,SKU001,REP01,39
1504,20230220,DIST009,SKU004,REP01,41
1505,20230220,DIST010,SKU003,REP02,37
1506,20230220,DIST010,SKU004,REP02,12
1507,20230220,DIST011,SKU004,REP04,24
1508,20230220,DIST011,SKU005,REP04,44
1509,20230220,DIST013,SKU004,REP03,10
1510,20230220,DIST014,SKU002,REP02,21
1511,20230220,DIST014,SKU003,REP02,42
1512,20230220,DIST014,SKU004,REP02,32
1513,20230220,DIST016,SKU002,REP03,40
1514,20230220,DIST016,SKU003,REP03,28
1515,20230220,DIST016,SKU005,REP03,44
1516,20230220,DIST017,SKU001,REP02,36
1517,20230220,DIST018,SKU004,REP01,26
1518,20230220,DIST019,SKU001,REP04,45
1519,20230220,DIST019,SKU004,REP04,16
1520,20230221,DIST001,SKU001,REP01,34
1521,20230221,DIST001,SKU003,REP01,27
1522,20230221,DIST001,SKU005,REP01,35
1523,20230221,DIST002,SKU003,REP03,32
1524,20230221,DIST003,SKU001,REP02,47
1525,20230221,DIST003,SKU002,REP02,28
1526,20230221,DIST004,SKU002,REP01,11
1527,20230221,DIST004,SKU003,REP01,21
1528,20230221,DIST004,SKU005,REP01,27
1529,20230221,DIST006,SKU001,REP04,13
1530,20230221,DIST007,SKU002,REP01,28
1531,20230221,DIST009,SKU002,REP01,11
1532,20230221,DIST009,SKU005,REP01,10
1533,20230221,DIST010,SKU002,REP02,20
1534,20230221,DIST011,SKU003,REP04,10
1535,20230221,DIST011,SKU004,REP04,48
1536,20230221,DIST013,SKU005,REP03,22
1537,20230221,DIST014,SKU004,REP02,22
1538,20230221,DIST015,SKU001,REP04,37
1539,20230221,DIST015,SKU003,REP04,39
1540,20230221,DIST015,SKU004,REP04,16
1541,20230221,DIST018,SKU002,REP01,20
1542,20230221,DIST018,SKU003,REP01,24
1543,20230221,DIST018,SKU004,REP01,34
1544,20230221,DIST018,SKU005,REP01,28
1545,20230221,DIST019,SKU002,REP04,44
1546,20230221,DIST019,SKU003,REP04,11
1547,20230221,DIST019,SKU005,REP04,29
1548,20230221,DIST020,SKU002,REP03,15
1549,20230222,DIST002,SKU001,REP03,50
1550,20230222,DIST002,SKU004,REP03,37
1551,20230222,DIST002,SKU005,REP03,25
1552,20230222,DIST004,SKU003,REP01,43
1553,20230222,DIST005,SKU002,REP01,29
1554,20230222,DIST005,SKU003,REP01,21
1555,20230222,DIST006,SKU002,REP04,28
1556,20230222,DIST006,SKU005,REP04,42
1557,20230222,DIST007,SKU001,REP01,19
1558,20230222,DIST007,SKU002,REP01,48
1559,20230222,DIST008,SKU001,REP02,20
1560,20230222,DIST008,SKU002,REP02,43
1561,20230222,DIST008,SKU003,REP02,44
1562,20230222,DIST008,SKU004,REP02,48
1563,20230222,DIST009,SKU002,REP01,36
1564,20230222,DIST011,SKU001,REP04,21
1565,20230222,DIST011,SKU003,REP04,24
1566,20230222,DIST012,SKU001,REP04,46
1567,20230222,DIST012,SKU003,REP04,50
1568,20230222,DIST012,SKU004,REP04,35
1569,20230222,DIST014,SKU003,REP02,21
1570,20230222,DIST014,SKU004,REP02,39
1571,20230222,DIST015,SKU002,REP04,29
1572,20230222,DIST016,SKU004,REP03,26
1573,20230222,DIST016,SKU005,REP03,32
1574,20230222,DIST017,SKU001,REP02,35
1575,20230222,DIST017,SKU005,REP02,14
1576,20230222,DIST018,SKU001,REP01,38
1577,20230222,DIST018,SKU005,REP01,38
1578,20230222,DIST020,SKU001,REP03,48
1579,20230223,DIST001,SKU001,REP01,19
1580,20230223,DIST001,SKU005,REP01,17
1581,20230223,DIST003,SKU001,REP02,11
1582,20230223,DIST003,SKU004,REP02,25
1583,20230223,DIST004,SKU002,REP01,26
1584,20230223,DIST005,SKU003,REP01,50
1585,20230223,DIST006,SKU004,REP04,50
1586,20230223,DIST006,SKU005,REP04,19
1587,20230223,DIST008,SKU001,REP02,26
1588,20230223,DIST008,SKU004,REP02,16
1589,20230223,DIST008,SKU005,REP02,46
1590,20230223,DIST009,SKU001,REP01,19
1591,20230223,DIST011,SKU001,REP04,47
1592,20230223,DIST011,SKU003,REP04,38
1593,20230223,DIST011,SKU004,REP04,44
1594,20230223,DIST012,SKU005,REP04,41
1595,20230223,DIST013,SKU005,REP03,32
1596,20230223,DIST016,SKU003,REP03,29
1597,20230223,DIST016,SKU004,REP03,48
1598,20230223,DIST017,SKU002,REP02,33
1599,20230223,DIST017,SKU003,REP02,48
1600,20230223,DIST017,SKU005,REP02,41
1601,20230223,DIST018,SKU004,REP01,12
1602,20230223,DIST019,SKU001,REP04,33
1603,20230223,DIST019,SKU003,REP04,13
1604,20230223,DIST019,SKU005,REP04,21
1605,20230223,DIST020,SKU001,REP03,19
1606,20230223,DIST020,SKU002,REP03,36
1607,20230223,DIST020,SKU004,REP03,21
1608,20230224,DIST001,SKU002,REP01,37
1609,20230224,DIST002,SKU002,REP03,14
1610,20230224,DIST002,SKU003,REP03,11
1611,20230224,DIST002,SKU004,REP03,10
1612,20230224,DIST006,SKU001,REP04,39
1613,20230224,DIST006,SKU003,REP04,26
1614,20230224,DIST007,SKU001,REP01,10
1615,20230224,DIST007,SKU005,REP01,19
1616,20230224,DIST008,SKU001,REP02,23
1617,20230224,DIST008,SKU003,REP02,33
1618,20230224,DIST008,SKU004,REP02,21
1619,20230224,DIST009,SKU002,REP01,46
1620,20230224,DIST010,SKU001,REP02,39
1621,20230224,DIST010,SKU002,REP02,34
1622,20230224,DIST012,SKU001,REP04,31
1623,20230224,DIST012,SKU003,REP04,25
1624,20230224,DIST012,SKU005,REP04,45
1625,20230224,DIST013,SKU002,REP03,12
1626,20230224,DIST014,SKU003,REP02,39
1627,20230224,DIST014,SKU004,REP02,30
1628,20230224,DIST015,SKU003,REP04,10
1629,20230224,DIST015,SKU004,REP04,29
1630,20230224,DIST016,SKU002,REP03,27
1631,20230224,DIST016,SKU004,REP03,12
1632,20230224,DIST016,SKU005,REP03,33
1633,20230224,DIST017,SKU003,REP02,10
1634,20230224,DIST017,SKU004,REP02,50
1635,20230224,DIST019,SKU001,REP04,39
1636,20230224,DIST019,SKU003,REP04,35
1637,20230224,DIST019,SKU004,REP04,35
1638,20230224,DIST020,SKU002,REP03,30
1639,20230225,DIST001,SKU004,REP01,26
1640,20230225,DIST002,SKU001,REP03,35
1641,20230225,DIST002,SKU003,REP03,13
1642,20230225,DIST003,SKU002,REP02,39
1643,20230225,DIST003,SKU004,REP02,11
1644,20230225,DIST004,SKU001,REP01,47
1645,20230225,DIST004,SKU003,REP01,15
1646,20230225,DIST005,SKU001,REP01,49
1647,20230225,DIST005,SKU004,REP01,47
1648,20230225,DIST005,SKU005,REP01,31
1649,20230225,DIST006,SKU001,REP04,50
1650,20230225,DIST006,SKU005,REP04,15
1651,20230225,DIST007,SKU003,REP01,48
1652,20230225,DIST008,SKU002,REP02,40
1653,20230225,DIST008,SKU003,REP02,25
1654,20230225,DIST009,SKU005,REP01,27
1655,20230225,DIST012,SKU004,REP04,43
1656,20230225,DIST013,SKU002,REP03,42
1657,20230225,DIST014,SKU002,REP02,32
1658,20230225,DIST014,SKU004,REP02,40
1659,20230225,DIST014,SKU005,REP02,46
1660,20230225,DIST015,SKU001,REP04,23
1661,20230225,DIST017,SKU002,REP02,38
1662,20230225,DIST017,SKU004,REP02,28
1663,20230225,DIST017,SKU005,REP02,40
1664,20230225,DIST018,SKU004,REP01,43
1665,20230225,DIST019,SKU001,REP04,27
1666,20230225,DIST019,SKU003,REP04,27
1667,20230225,DIST019,SKU005,REP04,24
1668,20230226,DIST001,SKU001,REP01,11
1669,20230226,DIST001,SKU005,REP01,42
1670,20230226,DIST002,SKU004,REP03,25
1671,20230226,DIST002,SKU005,REP03,11
1672,20230226,DIST003,SKU003,REP02,18
1673,20230226,DIST003,SKU004,REP02,24
1674,20230226,DIST004,SKU002,REP01,12
1675,20230226,DIST004,SKU003,REP01,17
1676,20230226,DIST005,SKU002,REP01,46
1677,20230226,DIST005,SKU005,REP01,47
1678,20230226,DIST006,SKU001,REP04,30
1679,20230226,DIST006,SKU005,REP04,23
1680,20230226,DIST007,SKU005,REP01,48
1681,20230226,DIST008,SKU004,REP02,18
1682,20230226,DIST009,SKU001,REP01,41
1683,20230226,DIST010,SKU002,REP02,17
1684,20230226,DIST010,SKU005,REP02,13
1685,20230226,DIST011,SKU004,REP04,49
1686,20230226,DIST011,SKU005,REP04,17
1687,20230226,DIST012,SKU004,REP04,30
1688,20230226,DIST012,SKU005,REP04,30
1689,20230226,DIST013,SKU002,REP03,32
1690,20230226,DIST013,SKU005,REP03,20
1691,20230226,DIST014,SKU001,REP02,26
1692,20230226,DIST014,SKU005,REP02,24
1693,20230226,DIST015,SKU004,REP04,22
1694,20230226,DIST015,SKU005,REP04,38
1695,20230226,DIST016,SKU003,REP03,29
1696,20230226,DIST016,SKU004,REP03,16
1697,20230226,DIST016,SKU005,REP03,13
1698,20230226,DIST017,SKU003,REP02,38
1699,20230226,DIST018,SKU001,REP01,47
1700,20230226,DIST019,SKU001,REP04,15
1701,20230226,DIST019,SKU003,REP04,24
1702,20230226,DIST019,SKU004,REP04,27
1703,20230226,DIST020,SKU001,REP03,43
1704,20230227,DIST001,SKU003,REP01,31
1705,20230227,DIST001,SKU004,REP01,38
1706,20230227,DIST002,SKU001,REP03,10
1707,20230227,DIST003,SKU003,REP02,46
1708,20230227,DIST004,SKU002,REP01,12
1709,20230227,DIST004,SKU004,REP01,21
1710,20230227,DIST004,SKU005,REP01,46
1711,20230227,DIST005,SKU002,REP01,33
1712,20230227,DIST005,SKU005,REP01,37
1713,20230227,DIST006,SKU004,REP04,41
1714,20230227,DIST007,SKU001,REP01,38
1715,20230227,DIST007,SKU004,REP01,42
1716,20230227,DIST008,SKU005,REP02,27
1717,20230227,DIST009,SKU001,REP01,44
1718,20230227,DIST010,SKU004,REP02,26
1719,20230227,DIST011,SKU003,REP04,31
1720,20230227,DIST011,SKU004,REP04,11
1721,20230227,DIST013,SKU002,REP03,30
1722,20230227,DIST013,SKU004,REP03,31
1723,20230227,DIST014,SKU003,REP02,35
1724,20230227,DIST014,SKU004,REP02,35
1725,20230227,DIST015,SKU004,REP04,49
1726,20230227,DIST016,SKU001,REP03,42
1727,20230227,DIST016,SKU003,REP03,26
1728,20230227,DIST016,SKU005,REP03,28
1729,20230227,DIST017,SKU001,REP02,28
1730,20230227,DIST017,SKU003,REP02,30
1731,20230227,DIST017,SKU004,REP02,12
1732,20230227,DIST018,SKU001,REP01,23
1733,20230227,DIST018,SKU002,REP01,45
1734,20230227,DIST018,SKU003,REP01,38
1735,20230227,DIST019,SKU005,REP04,49
1736,20230227,DIST020,SKU001,REP03,21
1737,20230227,DIST020,SKU002,REP03,11
1738,20230227,DIST020,SKU003,REP03,26
1739,20230227,DIST020,SKU004,REP03,11
1740,20230228,DIST001,SKU004,REP01,23
1741,20230228,DIST002,SKU003,REP03,26
1742,20230228,DIST004,SKU005,REP01,25
1743,20230228,DIST005,SKU005,REP01,344
1744,20230228,DIST006,SKU001,REP04,20
1745,20230228,DIST006,SKU003,REP04,46
1746,20230228,DIST006,SKU005,REP04,21
1747,20230228,DIST007,SKU002,REP01,38
1748,20230228,DIST007,SKU005,REP01,16
1749,20230228,DIST009,SKU002,REP01,35
1750,20230228,DIST009,SKU003,REP01,32
1751,20230228,DIST009,SKU004,REP01,33
1752,20230228,DIST010,SKU003,REP02,14
1753,20230228,DIST010,SKU005,REP02,49
1754,20230228,DIST011,SKU002,REP04,26
1755,20230228,DIST012,SKU003,REP04,14
1756,20230228,DIST012,SKU004,REP04,20
1757,20230228,DIST013,SKU002,REP03,23
1758,20230228,DIST013,SKU003,REP03,32
1759,20230228,DIST014,SKU001,REP02,36
1760,20230228,DIST014,SKU002,REP02,35
1761,20230228,DIST014,SKU005,REP02,22
1762,20230228,DIST015,SKU002,REP04,15
1763,20230228,DIST015,SKU003,REP04,20
1764,20230228,DIST016,SKU001,REP03,46
1765,20230228,DIST016,SKU003,REP03,31
1766,20230228,DIST016,SKU004,REP03,29
1767,20230228,DIST016,SKU005,REP03,14
1768,20230228,DIST017,SKU001,REP02,14
1769,20230228,DIST017,SKU002,REP02,47
1770,20230228,DIST017,SKU003,REP02,49
1771,20230228,DIST020,SKU003,REP03,11
1772,20230228,DIST020,SKU004,REP03,50
1773,20230301,DIST001,SKU005,REP01,20
1774,20230301,DIST002,SKU002,REP03,48
1775,20230301,DIST003,SKU002,REP02,19
1776,20230301,DIST003,SKU003,REP02,50
1777,20230301,DIST003,SKU005,REP02,10
1778,20230301,DIST005,SKU001,REP01,20
1779,20230301,DIST005,SKU002,REP01,41
1780,20230301,DIST005,SKU003,REP01,13
1781,20230301,DIST005,SKU005,REP01,39
1782,20230301,DIST006,SKU002,REP04,16
1783,20230301,DIST006,SKU004,REP04,38
1784,20230301,DIST008,SKU001,REP02,16
1785,20230301,DIST008,SKU002,REP02,12
1786,20230301,DIST008,SKU004,REP02,35
1787,20230301,DIST010,SKU002,REP02,42
1788,20230301,DIST010,SKU005,REP02,47
1789,20230301,DIST011,SKU003,REP04,29
1790,20230301,DIST012,SKU001,REP04,45
1791,20230301,DIST012,SKU003,REP04,28
1792,20230301,DIST013,SKU001,REP03,38
1793,20230301,DIST014,SKU003,REP02,17
1794,20230301,DIST015,SKU001,REP04,44
1795,20230301,DIST016,SKU004,REP03,16
1796,20230301,DIST017,SKU001,REP02,32
1797,20230301,DIST018,SKU004,REP01,11
1798,20230301,DIST019,SKU004,REP04,28
1799,20230302,DIST001,SKU001,REP01,43
1800,20230302,DIST001,SKU003,REP01,49
1801,20230302,DIST002,SKU001,REP03,19
1802,20230302,DIST002,SKU003,REP03,37
1803,20230302,DIST003,SKU002,REP02,28
1804,20230302,DIST003,SKU003,REP02,11
1805,20230302,DIST004,SKU003,REP01,35
1806,20230302,DIST005,SKU001,REP01,27
1807,20230302,DIST005,SKU002,REP01,13
1808,20230302,DIST005,SKU003,REP01,26
1809,20230302,DIST006,SKU003,REP04,30
1810,20230302,DIST006,SKU004,REP04,22
1811,20230302,DIST007,SKU002,REP01,20
1812,20230302,DIST007,SKU004,REP01,40
1813,20230302,DIST008,SKU002,REP02,42
1814,20230302,DIST008,SKU004,REP02,50
1815,20230302,DIST009,SKU001,REP01,25
1816,20230302,DIST009,SKU004,REP01,44
1817,20230302,DIST010,SKU001,REP02,22
1818,20230302,DIST011,SKU001,REP04,47
1819,20230302,DIST012,SKU001,REP04,47
1820,20230302,DIST012,SKU005,REP04,45
1821,20230302,DIST013,SKU003,REP03,30
1822,20230302,DIST014,SKU001,REP02,45
1823,20230302,DIST015,SKU004,REP04,30
1824,20230302,DIST016,SKU001,REP03,36
1825,20230302,DIST016,SKU002,REP03,32
1826,20230302,DIST016,SKU004,REP03,33
1827,20230302,DIST017,SKU002,REP02,19
1828,20230302,DIST018,SKU001,REP01,48
1829,20230302,DIST018,SKU004,REP01,29
1830,20230302,DIST019,SKU001,REP04,34
1831,20230302,DIST019,SKU005,REP04,12
1832,20230302,DIST020,SKU002,REP03,49
1833,20230302,DIST020,SKU005,REP03,36
1834,20230303,DIST001,SKU001,REP01,23
1835,20230303,DIST002,SKU003,REP03,29
1836,20230303,DIST003,SKU001,REP02,18
1837,20230303,DIST003,SKU003,REP02,18
